CKC_extension_only_minus_Sensor2_z_plus_Sensor1_z_2,CKC_extension_only_minus_Sensor2_z_plus_Sensor1_z_2,CKC_extension_only_minus_Sensor2_z_plus_Sensor1_z_2,CKC_extension_only_minus_Sensor2_z_plus_Sensor1_z_2,CKC_extension_only_minus_Sensor2_z_plus_Sensor1_z_2,CKC_extension_only_minus_Sensor2_z_plus_Sensor1_z_2,CKC_extension_only_minus_Sensor2_z_plus_Sensor1_z_2,CKC_extension_only_minus_Sensor2_z_plus_Sensor1_z_2,CKC_extension_only_minus_Sensor2_z_plus_Sensor1_z_2,CKC_extension_only_minus_Sensor2_z_plus_Sensor1_z_2,CKC_extension_only_minus_Sensor2_z_plus_Sensor1_z_2,CKC_extension_only_minus_Sensor2_z_plus_Sensor1_z_2,CKC_extension_only_minus_Sensor2_z_plus_Sensor1_z_2,CKC_extension_only_minus_Sensor2_z_plus_Sensor1_z_2,CKC_extension_only_minus_Sensor2_z_plus_Sensor1_z_2,CKC_extension_only_minus_Sensor2_z_plus_Sensor1_z_2,CKC_extension_only_minus_Sensor2_z_plus_Sensor1_z_2,CKC_extension_only_minus_Sensor2_z_plus_Sensor1_z_2,CKC_extension_only_minus_Sensor2_z_plus_Sensor1_z_2,CKC_extension_only_minus_Sensor2_z_plus_Sensor1_z_2,CKC_extension_only_minus_Sensor2_z_plus_Sensor1_z_2,CKC_extension_only_minus_Sensor2_z_plus_Sensor1_z_2,CKC_extension_only_minus_Sensor2_z_plus_Sensor1_z_2,CKC_extension_only_minus_Sensor2_z_plus_Sensor1_z_2,CKC_extension_only_minus_Sensor2_z_plus_Sensor1_z_2,CKC_extension_only_minus_Sensor2_z_plus_Sensor1_z_2,CKC_extension_only_minus_Sensor2_z_plus_Sensor1_z_2,CKC_extension_only_minus_Sensor2_z_plus_Sensor1_z_2,CKC_extension_only_minus_Sensor2_z_plus_Sensor1_z_2,CKC_extension_only_minus_Sensor2_z_plus_Sensor1_z_2,CKC_extension_only_minus_Sensor2_z_plus_Sensor1_z_2,CKC_extension_only_minus_Sensor2_z_plus_Sensor1_z_2,CKC_extension_only_minus_Sensor2_z_plus_Sensor1_z_2,CKC_extension_only_minus_Sensor2_z_plus_Sensor1_z_2,CKC_extension_only_minus_Sensor2_z_plus_Sensor1_z_2,CKC_extension_only_minus_Sensor2_z_plus_Sensor1_z_2,CKC_extension_only_minus_Sensor2_z_plus_Sensor1_z_2,CKC_extension_only_minus_Sensor2_z_plus_Sensor1_z_2,CKC_extension_only_minus_Sensor2_z_plus_Sensor1_z_2,CKC_extension_only_minus_Sensor2_z_plus_Sensor1_z_2,CKC_extension_only_minus_Sensor2_z_plus_Sensor1_z_2,CKC_extension_only_minus_Sensor2_z_plus_Sensor1_z_2,CKC_extension_only_minus_Sensor2_z_plus_Sensor1_z_2,CKC_extension_only_minus_Sensor2_z_plus_Sensor1_z_2,CKC_extension_only_minus_Sensor2_z_plus_Sensor1_z_2,CKC_extension_only_minus_Sensor2_z_plus_Sensor1_z_2,CKC_extension_only_minus_Sensor2_z_plus_Sensor1_z_2,CKC_extension_only_minus_Sensor2_z_plus_Sensor1_z_2,CKC_extension_only_minus_Sensor2_z_plus_Sensor1_z_2,CKC_extension_only_minus_Sensor2_z_plus_Sensor1_z_2,CKC_extension_only_minus_Sensor2_z_plus_Sensor1_z_2,CKC_extension_only_minus_Sensor2_z_plus_Sensor1_z_2,CKC_extension_only_minus_Sensor2_z_plus_Sensor1_z_2,CKC_extension_only_minus_Sensor2_z_plus_Sensor1_z_2,CKC_extension_only_minus_Sensor2_z_plus_Sensor1_z_2,CKC_extension_only_minus_Sensor2_z_plus_Sensor1_z_2,CKC_extension_only_minus_Sensor2_z_plus_Sensor1_z_2,CKC_extension_only_minus_Sensor2_z_plus_Sensor1_z_2,CKC_extension_only_minus_Sensor2_z_plus_Sensor1_z_2,CKC_extension_only_minus_Sensor2_z_plus_Sensor1_z_2,CKC_extension_only_minus_Sensor2_z_plus_Sensor1_z_2,CKC_extension_only_minus_Sensor2_z_plus_Sensor1_z_2,CKC_extension_only_minus_Sensor2_z_plus_Sensor1_z_2,CKC_extension_only_minus_Sensor2_z_plus_Sensor1_z_2,CKC_extension_only_minus_Sensor2_z_plus_Sensor1_z_2,CKC_extension_only_minus_Sensor2_z_plus_Sensor1_z_2,CKC_extension_only_minus_Sensor2_z_plus_Sensor1_z_2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
0.1975079868090549,-0.4182048220007845,0.0383935518045088,0.4067782443056913,-0.4831529580983611,-0.1620574964826637,-0.2378089608203797,-0.046689735641781,-0.6942870997062887,-0.2693831813774774,0.524968265047141,0.0524238595688249,0.1053862411340063,-0.5130368253746056,-0.6649345466623586,0.1250742576985271,-0.2374326157868678,-0.6878870881763852,-0.5448936758127263,-0.3647573688297676,-0.4696256948144803,-0.9541321092568632,-0.4270596489619809,-0.5031258617416423,0.4022039408788433,0.1907174555001742,0.2785453943262185,0.1668771118101357,0.2937150903659962,0.6734618845069473,-0.0534951284279454,-0.0423264880547784,-0.8511000554987441,-0.2336160129464506,0.2458962658851948,-0.5608042571547953,0.1235555291168499,0.1903279079404178,-0.3954718966039765,-0.3194848619466732,-0.6053698571809878,-0.1853205397517472,-0.3876972200430462,-0.1893494231458898,0.3007131771632423,1.3730376589574789,0.2008753147968196,0.0451024115383482,0.3550265670476338,0.0120487518388943,-0.3909226216396844,0.1517295118877265,1.1918384047354538,-0.1302990089408879,-0.2083917586416079,-0.591601441427399,-0.3144224753408399,-0.3888843468979402,-0.0030491518431627,0.1896705113012349,1.2953891556558563,-0.3120692561203704,-0.673202750335206,-1.0462917394954871,0.8539323737072655,-1.541931160437919,-0.1475735595882498
-0.0344004371030236,-0.8647568789021083,0.064783701340624,0.8971899963832826,-0.8064435192273836,-1.0514465018340928,-0.5493881342356126,-0.0927188793860254,-0.9585147541579316,0.402377842758447,0.6538347940665243,0.841869141651886,-0.4114788093666881,-0.940486565703823,-1.8795796855632732,0.0511475014810995,-0.0734012024314889,-1.5472964766323534,-1.3145952844510376,-0.5931255710005416,-1.147329854130014,-2.2954906372608166,-0.595128464065624,0.2440863479227726,1.0640813469993995,0.4828718409741506,0.525453838333483,0.2414601387630446,1.0882031907243714,0.2680726994331537,-0.5699128781371758,0.0499442480919776,0.1972015165734801,-0.2755214364183178,-1.1619450723858935,-1.156573878146573,0.1904101408698011,0.3766448511200604,-0.4325613542492821,-0.967810580952424,-1.1927911686516366,-0.4849068377543482,-0.848635233488638,-0.4409823859560813,0.5874402672504742,2.110291237893588,0.221682642371908,0.1868185517065441,1.0814434301023392,-0.3982869255669579,-0.6868708286123875,0.1736046723381513,0.5091922611576427,-0.573948202654595,-0.5729543476553758,-1.68689849748279,-0.4082678826257979,-0.9004957457970789,-0.3026419357621845,-0.1348113122880225,0.5516061985209717,-0.1814674068318496,-1.2325361654407168,0.108366252052523,-1.3400861289238095,-2.9968280005445145,-0.4279856120940771
-0.6013242211465445,-1.189323240345741,0.0289080265578389,0.4416966402594227,-1.6231555392050931,-2.000310914629201,-0.7243127553388835,-0.2788652251693273,-0.8830449940802065,0.389729495966383,0.616335028632319,0.730405049481292,-1.1086453356719836,-1.3533597214231452,-3.119198313231614,-0.2459474144270412,0.2839703156177942,-2.518779614587356,-2.1987217550784584,-0.4277620148414822,-1.7599990695229302,-2.277342223527147,-0.8454246370540295,0.4471846955621963,1.7443060458775044,0.7215336671763892,0.9683408265131588,0.1686038231255011,1.8041081000222936,-1.465903845967106,-0.3229618210620977,-0.4750936831244785,1.2416239812918812,0.1139593592127017,-2.0464953243011488,-1.7293539610089337,0.0955854890079948,-0.6600200773402172,-0.4640210144386198,-1.747462447598917,-1.9214762387180504,-0.7561908508060506,-1.3594014540671413,-0.8911393985161311,0.6791080493805337,2.6182771347337863,0.1947373878096829,0.0543072117429641,1.155894954297872,-0.4278976393331111,-1.0153418452967102,-0.2564513227322484,0.1522375980380452,-0.9083048797713272,-0.9041209610572968,-2.2627913619758573,-0.0986085081291048,-1.5834732267996428,-0.5241609847898747,-0.4506560087472364,0.587104583956835,-0.0766419463573555,-1.698086230934011,0.8525597778781417,-2.147411951006532,-3.505731158054324,-0.7574201113608007
-1.006120358039297,-1.3476752978779265,-0.0752616405175228,0.3438850632630394,-2.46855889646059,-2.840405922389193,-0.8073408431839975,-0.5616524836446555,-1.2863785662818827,0.0208887155557717,0.5554871099609038,0.5777045424823988,-1.2908980345702723,-1.8094514210065848,-4.457752555043991,-0.5650361984770695,0.6221017229741603,-3.159204017504382,-3.1871231911715903,-0.1263616277142301,-2.017414725770573,-2.149501718680328,-1.2608457055983844,-0.2160521829912518,2.166299437081461,0.7490894094577523,1.322288898062691,0.1874566795936081,2.6473685743490183,-1.8009966723124646,-0.1572929793378783,-0.5013677772473057,2.229363344303457,-0.022970502912309,-3.057959284611849,-2.190574914139815,-0.1455734216342206,-0.5026027441405514,-0.4992621884881698,-2.806080810308533,-2.966183530502825,-0.9829959834361222,-1.648898392610711,-1.3469749886295546,0.602930118658815,3.0757620045095573,0.0226190483017099,0.1234820856531531,1.0061815610199267,-0.4841672934414762,-1.1530525509854366,-0.793283192681343,-0.1955128815870503,-1.4281861619459768,-1.1366739278411675,-2.59576862023692,0.2148245266090092,-2.1924524390750952,-0.8189151583842902,-0.5684274231886062,4.342421885472293,0.007602424408633,-2.181941252064062,1.3711843256579357,-2.766002486425922,-3.499284483374989,-1.18382210903312
-1.423595880467578,-1.4069693671155328,-0.2390638131235531,0.6461281516595125,-3.201324034872353,-3.506315659052637,-0.8905627374490905,-0.9379567569119996,-1.5754838388846046,-0.5027324870985108,0.5294645365626582,0.5225873487499739,-1.274586661637226,-2.344536304159262,-5.686576942833314,-0.8426365639883642,0.9823218891129696,-4.0069328898869765,-4.273074617842619,-0.1439295432969185,-2.154525022412093,-2.029186389086964,-1.5214012683442495,-0.8628341594853008,2.3622475164262653,0.6963706192311192,1.5781828196685967,-0.0336766315981096,3.436077241523096,-2.034536757842475,0.0325969037897984,-0.4148635082890952,3.122466568082616,-0.1806224658274939,-4.041746349889623,-2.5923125318038487,-0.4747009945565281,-0.5629572866097448,-0.5197157604774505,-4.047168985630943,-3.755511396507464,-1.2299592027472976,-2.0973119639536346,-1.4303089013441106,0.5530740736134057,3.484245556967432,-0.2281130956905599,0.4874905619771406,0.1661527637614987,-0.8437032425497852,-1.0193075524497788,-1.0677070722800317,-0.4513117923650469,-1.8865460400483889,-0.9747401046863996,-2.738708000930969,0.6479421336489785,-2.563262771391279,-1.4135560547491766,-0.5559419010622464,4.236880549559182,0.1671046679135646,-2.645602197161149,1.795145306946278,-3.266935716423744,-3.045969015377459,-1.531987583895603
-1.88249598412306,-1.495478338087565,-0.160982958410063,1.0362498247431855,-3.772714568750607,-4.048556748431627,-0.9341708288258082,-1.3110697072241884,-1.6987354390824425,-0.6983481766658088,0.5218753612815217,0.5493334636639848,-1.3932614099683531,-2.948602692607185,-6.813260554652064,-1.3510654061911094,1.2917132753940876,-4.189467725266501,-5.204969647181573,-0.3896276966905976,-2.416401749220292,-1.968591982946121,-1.5145049583110883,-1.5179083786914536,2.510001345570318,0.6049041896838903,1.8284900961863737,0.2615356871070977,4.025226509284085,-2.000022820851709,0.4579434152272572,-0.3631711374047484,3.783054626465189,-0.110089360237199,-4.71962557367114,-2.910150700909374,-0.7433818568627961,-0.6110238227341576,-0.5676784482748314,-5.11873955526239,-4.372584107460036,-1.6162484071198795,-2.620012456247702,-1.4936154020617725,0.4976188694853061,3.754701221066224,-0.4725104836057667,0.5857589354168393,-0.725042211236284,-1.289366764737255,-0.7550496176594121,-0.7874302917025565,-0.6188160348699165,-2.3131963887546494,-0.391433709793306,-2.929178935423545,0.8343867246766458,-2.722617738082147,-1.955095157129807,-0.6341377661519885,3.896272146375373,0.0237040528491974,-2.994298486909371,2.1901052106483263,-3.6024198290967053,-2.2485362967881244,-1.7083911578386433
-2.182698929641723,-1.6171536811556275,0.0335557092262641,1.4205895459819722,-4.398306815151521,-4.536917438021307,-0.9781296897290772,-1.8705235849430508,-1.604330831409445,-0.8547182471215955,0.5018704823266784,0.6019179870816034,-1.5415200015802988,-3.3890726391752315,-7.60017717669292,-1.850660148065674,1.495060212547477,-4.863207968378484,-6.201394319044437,-0.6979983442985738,-2.7677470007627605,-1.9844616409349776,-1.534930014687307,-1.9095717750937151,2.6611817485607183,0.5074247757669172,2.1300387026553773,0.6995808483994788,4.278287965299166,-1.7612558305160642,0.6353199731978751,-0.2590391663772275,4.452446104279503,-0.0786527524153819,-5.305732540306377,-3.203356596215663,-0.8693211794769784,-1.1653565519845746,-0.5099744249751783,-6.070898646734605,-5.0470991734629065,-2.1731867396999056,-3.1245915578739307,-1.6403686182882318,0.6890498576471762,3.9459431713549575,-0.7856192614658006,0.7264233702402905,-1.900468608603199,-1.5289481476652655,-0.455468739233452,-0.6144045977406725,-0.664865499073561,-2.6142759191629548,0.1876979963932967,-3.286109346679066,0.7178970742339233,-2.848781725874197,-2.262541069905909,-0.9739708630470392,3.6185122990532728,-0.182482761737301,-3.4289568901531657,2.473148720320955,-3.755835586045565,-1.486273840547771,-2.0170449967394624
-2.433420959182387,-1.765504035755161,-0.0709712854524928,1.898217959302329,-5.06911093619421,-4.984614203976747,-1.0030384365822795,-2.4717750854385807,-1.3312503522422023,-0.6139654488844752,0.5023437922890768,0.6284833608523037,-1.5389270850359225,-3.62240972170005,-8.251702509590864,-2.1717364275263598,1.7133635309340507,-5.850102005491235,-7.421095204476372,-0.9471326601592852,-3.155756216815602,-2.081787089356887,-1.6474069699104628,-2.126991249546574,2.7308991586030604,0.3396235915413608,2.555336688952593,1.0361137150050204,4.537478125720259,-1.7027667409096272,0.7307198528703758,-0.104582756705982,4.98715241643088,-0.1485958611133448,-5.555420420221659,-3.4956483745973355,-0.9488481927666744,-0.8046178450572974,-0.4522347279547558,-7.123920422115791,-5.773319761179991,-2.838672678919929,-3.5357450343780137,-1.9370675647837707,0.9913803577661452,4.149158034397171,-1.0706662824104427,0.3084161827572522,-3.29651619916804,-1.604364587837914,-0.1084987547623743,-0.7281208791489632,-0.6438113306284103,-2.68353829047465,0.6517743750638516,-3.706047968438686,0.351721095823692,-2.91048631187027,-2.482582994689204,-1.3676765662251764,3.1999645534203776,-0.3778655385019753,-3.89257221165886,2.763066053078994,-3.835024399760004,-1.2382100144436627,-2.4166021040975294
-2.602029305135761,-1.9378677295263935,-0.4926684901878717,2.367668469394824,-5.632972684628681,-5.408086634439574,-1.0684360842054763,-3.29328795597958,-1.0599122560522574,-0.6291572313730431,0.6426322987337763,0.6327863993650991,-1.586358076364288,-3.7681451784577407,-8.660668878445428,-2.433375726401616,1.910990179375279,-6.663988821523443,-8.440146308357626,-1.2161256749114244,-3.452473184051028,-2.110592867518577,-1.927948779697476,-2.2476479864209797,2.76521744362924,0.0396115364909288,2.907644255223345,1.2956821357942676,4.8471453284713135,-1.868248747002193,0.8494224919213256,0.0412250023903988,5.37590446706546,-0.2443196806664924,-5.516633189411979,-3.8682199736963847,-1.12461755520681,0.1124498256799508,-0.4629567399082441,-7.779511881547897,-6.629631400864185,-3.507683071530709,-4.121828014122404,-2.241075228302755,1.3175773369045292,4.307570041268361,-1.2440598001270935,-0.589862464989233,-3.8729258096491623,-1.6646524216487952,0.1620311117556427,-1.0291756748743706,-0.5846671337813856,-2.6747438909420085,0.8565394230592007,-4.15280663078158,0.1150615152915496,-2.889928529729822,-2.70019421984325,-1.9187262586920413,2.695656607989004,-0.8247217940549483,-4.345927301476807,2.963236507734264,-3.8531880537478944,-1.3347273341798631,-2.165494651557076
