OKC_extension_only_minus_Sensor2_z_plus_Sensor1_z_2,OKC_extension_only_minus_Sensor2_z_plus_Sensor1_z_2,OKC_extension_only_minus_Sensor2_z_plus_Sensor1_z_2,OKC_extension_only_minus_Sensor2_z_plus_Sensor1_z_2,OKC_extension_only_minus_Sensor2_z_plus_Sensor1_z_2,OKC_extension_only_minus_Sensor2_z_plus_Sensor1_z_2,OKC_extension_only_minus_Sensor2_z_plus_Sensor1_z_2,OKC_extension_only_minus_Sensor2_z_plus_Sensor1_z_2,OKC_extension_only_minus_Sensor2_z_plus_Sensor1_z_2,OKC_extension_only_minus_Sensor2_z_plus_Sensor1_z_2,OKC_extension_only_minus_Sensor2_z_plus_Sensor1_z_2,OKC_extension_only_minus_Sensor2_z_plus_Sensor1_z_2,OKC_extension_only_minus_Sensor2_z_plus_Sensor1_z_2,OKC_extension_only_minus_Sensor2_z_plus_Sensor1_z_2,OKC_extension_only_minus_Sensor2_z_plus_Sensor1_z_2,OKC_extension_only_minus_Sensor2_z_plus_Sensor1_z_2,OKC_extension_only_minus_Sensor2_z_plus_Sensor1_z_2,OKC_extension_only_minus_Sensor2_z_plus_Sensor1_z_2,OKC_extension_only_minus_Sensor2_z_plus_Sensor1_z_2,OKC_extension_only_minus_Sensor2_z_plus_Sensor1_z_2,OKC_extension_only_minus_Sensor2_z_plus_Sensor1_z_2,OKC_extension_only_minus_Sensor2_z_plus_Sensor1_z_2,OKC_extension_only_minus_Sensor2_z_plus_Sensor1_z_2,OKC_extension_only_minus_Sensor2_z_plus_Sensor1_z_2,OKC_extension_only_minus_Sensor2_z_plus_Sensor1_z_2,OKC_extension_only_minus_Sensor2_z_plus_Sensor1_z_2,OKC_extension_only_minus_Sensor2_z_plus_Sensor1_z_2,OKC_extension_only_minus_Sensor2_z_plus_Sensor1_z_2,OKC_extension_only_minus_Sensor2_z_plus_Sensor1_z_2,OKC_extension_only_minus_Sensor2_z_plus_Sensor1_z_2,OKC_extension_only_minus_Sensor2_z_plus_Sensor1_z_2,OKC_extension_only_minus_Sensor2_z_plus_Sensor1_z_2,OKC_extension_only_minus_Sensor2_z_plus_Sensor1_z_2,OKC_extension_only_minus_Sensor2_z_plus_Sensor1_z_2,OKC_extension_only_minus_Sensor2_z_plus_Sensor1_z_2,OKC_extension_only_minus_Sensor2_z_plus_Sensor1_z_2,OKC_extension_only_minus_Sensor2_z_plus_Sensor1_z_2,OKC_extension_only_minus_Sensor2_z_plus_Sensor1_z_2,OKC_extension_only_minus_Sensor2_z_plus_Sensor1_z_2,OKC_extension_only_minus_Sensor2_z_plus_Sensor1_z_2,OKC_extension_only_minus_Sensor2_z_plus_Sensor1_z_2,OKC_extension_only_minus_Sensor2_z_plus_Sensor1_z_2,OKC_extension_only_minus_Sensor2_z_plus_Sensor1_z_2,OKC_extension_only_minus_Sensor2_z_plus_Sensor1_z_2,OKC_extension_only_minus_Sensor2_z_plus_Sensor1_z_2,OKC_extension_only_minus_Sensor2_z_plus_Sensor1_z_2,OKC_extension_only_minus_Sensor2_z_plus_Sensor1_z_2,OKC_extension_only_minus_Sensor2_z_plus_Sensor1_z_2,OKC_extension_only_minus_Sensor2_z_plus_Sensor1_z_2,OKC_extension_only_minus_Sensor2_z_plus_Sensor1_z_2,OKC_extension_only_minus_Sensor2_z_plus_Sensor1_z_2,OKC_extension_only_minus_Sensor2_z_plus_Sensor1_z_2,OKC_extension_only_minus_Sensor2_z_plus_Sensor1_z_2,OKC_extension_only_minus_Sensor2_z_plus_Sensor1_z_2,OKC_extension_only_minus_Sensor2_z_plus_Sensor1_z_2,OKC_extension_only_minus_Sensor2_z_plus_Sensor1_z_2,OKC_extension_only_minus_Sensor2_z_plus_Sensor1_z_2,OKC_extension_only_minus_Sensor2_z_plus_Sensor1_z_2,OKC_extension_only_minus_Sensor2_z_plus_Sensor1_z_2,OKC_extension_only_minus_Sensor2_z_plus_Sensor1_z_2,OKC_extension_only_minus_Sensor2_z_plus_Sensor1_z_2,OKC_extension_only_minus_Sensor2_z_plus_Sensor1_z_2,OKC_extension_only_minus_Sensor2_z_plus_Sensor1_z_2,OKC_extension_only_minus_Sensor2_z_plus_Sensor1_z_2,OKC_extension_only_minus_Sensor2_z_plus_Sensor1_z_2,OKC_extension_only_minus_Sensor2_z_plus_Sensor1_z_2,OKC_extension_only_minus_Sensor2_z_plus_Sensor1_z_2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
-0.433039851218202,0.6567373309116943,0.0006195043921222,0.1334552833640909,0.432426574161324,0.1426289180144446,-0.1389253044839482,0.0492176463966558,0.2778262308456547,-0.1290679031176109,-0.0318458172548545,0.2831627636120419,-0.0619495823854681,0.148147686431208,0.1982946572418065,-0.0853907840999688,0.1475436711728834,0.141590574938748,-0.1734229893438938,-0.3801933380575104,-0.0267339988882149,-0.2226462098818755,0.3294940619177298,3.122381396192253e-05,0.6762572336486858,0.6703448304350914,-0.2432667566844895,0.1674266228595503,0.0009827381001166,0.0170450098599901,0.0482782720503476,0.6203069690052634,0.2351410936076299,-0.3295530166028282,-0.0405454143197232,0.0081705107302152,-0.3645870765595487,0.209274552295426,-0.2537182421395929,-0.0349054793418432,0.1836171455064517,-0.408413481671223,0.8198096231276635,-0.11373896593504,0.2445039195791971,-0.340128269343376,0.5439302609983412,-0.177178543601332,0.2180883069633239,0.055602317314781,0.1709307627384251,0.1638405083289544,0.6913121413311194,-0.3948113006924567,-0.1259925792331788,0.8105214911856731,-0.0401058090494839,-0.3010425275807949,-0.5451892384267709,1.2057903454537282,0.1528498125579327,0.4466516589450831,-0.2178347021289868,-0.2189729626612635,0.3624061549455746,-0.1367787505293041,0.0770230329177921
-1.2313449096562503,0.1707124955770459,-0.4203662703272686,-0.1122923243681093,0.6377778093070783,0.4581923115285873,-0.0748505965676602,-0.3719714320722844,0.1869247687962452,0.040102403314091,0.2969522555827559,-0.1833550725665569,-1.2492114460449972,-0.1185904106396952,0.5045443326340375,-0.297077809243393,0.1947554583225804,0.0072465309787776,0.0520179414441521,-0.5545336277492401,-0.0353717276766305,-0.1445920153517352,0.5389329750095666,0.0579135248710391,1.656453787431973,1.0016168975615738,-0.3780801681728309,-0.0046501619897041,-0.4235847984607441,-0.3471281952890108,0.414827439486925,0.6951418698543002,0.0131171215651431,-0.2125205804640746,-0.48257763225374,-0.7066660056289606,-0.5922974285721776,-0.2815837805748877,-0.7837952631375993,-0.0276721580504726,0.0199768742605245,-1.0536516517331591,1.3681489280815669,-0.4556346226520666,0.5115034885213257,-0.5228192779776881,0.4294456025380269,-0.5187165062594548,0.431120350893412,0.3126377638008835,-0.0561587787164277,0.0596700886551682,1.0554856520980698,-1.0631883302971017,-0.6895859834947649,0.9658364245526964,-0.2419260023493237,-0.4572459479501489,-0.8512587014576529,1.9010346552804336,0.1542602257689285,0.925293973234426,-0.2689461586273403,-0.2799941919527491,0.3408276206000298,1.1400365536171115,0.5534683273588965
-1.7279970922836227,-0.0247741097619283,-0.9233683973591776,-0.3053322948520112,1.2825640214794791,0.597048159966076,0.1228300614598261,-0.5210685696283588,-0.1361114442301838,0.0478514898490334,0.1000313899011304,-0.7884184102815319,-1.407282092446536,-0.1960797330561323,0.8371132932418996,-0.6408015433765177,0.276146714748842,-0.677127115445824,0.238720038960253,-0.9979451296354392,-0.0383955207184314,0.1466484241159875,0.6185587985962859,0.676484028578284,2.472746273318521,1.2003036681486383,-0.2658862137050266,0.3612222937742142,-0.2483763613736913,-0.4677794505939894,0.7385664305023116,0.7331707297070187,0.1104169631257041,0.0671080798855214,-0.7705613510711711,-1.022710831235198,-1.0728520807866593,-0.4244707074998715,-1.1228934466223128,-0.4915489300669353,0.109031724442704,-1.5795518683006715,1.5050735607827557,-0.6716587320028591,0.4988479942804984,-0.3704497227791181,0.5841836503751399,-0.8693215787599926,0.5255035324809061,-0.1795544165661571,-0.443064370429219,0.1810116847254823,1.109389656125205,-1.8840887653079303,-1.0081750077986182,0.6410521893434833,-0.192031462341645,-0.6346733769149987,-1.2112817325380396,2.278171216774314,0.0767681097156753,1.1112770498803224,-0.3269541388945418,-0.4642473296773595,0.2027227512250835,1.5251120761874493,0.7751944294516
-2.1117968944176004,0.275524288640823,-1.616906847243408,-0.5804265043195826,1.3272157938157805,0.6192831118787478,0.2045473810456881,-0.4814532495314756,-0.3814841910018636,-0.0985285255961692,-0.2019968704346793,-0.7223911158127283,-1.3888825022762834,-0.2626499422815535,1.12745950519581,-0.9742596110045136,0.3800207521388029,-1.106860134169068,0.6872098113599243,-1.4494967532752596,0.2062197776862433,0.2086214695160428,0.4039366523936716,1.161696522617942,3.0842493644227376,1.1949054118429592,-0.2052767846979724,0.0817496969746378,0.3176448050736202,-0.6176291702295753,0.432071946340014,0.7233170128825415,-0.0483704438903687,0.1184952911215084,-0.8721445848637632,-1.073297758179283,-1.3968191862345305,-0.2070557946662816,-1.9256905059151157,-0.8324163920336205,-0.1939111408036642,-2.072453981616774,1.5884479533746738,-0.7764343034538488,0.3406863986376678,-0.0717002105201789,0.3720150782100173,-0.902337519587438,0.5714854574630035,-0.9157234239472124,-0.4755415865612487,0.2026585038580535,1.088492618886717,-2.323011176087392,-1.3303857650334194,0.1886564245742334,-0.34157204458399,-0.7380289457222157,-1.1724648213356357,2.6564307516932355,0.5136233885298693,1.2284690540964247,-0.5046370285612305,-0.6550950236222768,0.4641407861171829,1.3105706079423545,0.7780800206946377
-2.637306987538869,0.7213960651296533,-2.61811866126565,-1.0313526952021377,1.3725798088097607,0.59730723597092,0.462377511750673,-0.5358427046260763,-0.5338625303654023,-0.3819804034651388,-0.3868949977753315,-0.7066468314536869,-1.1605444005481136,-0.4155940979520269,1.483636870642057,-1.3724495130657548,0.5590502261024688,-1.2184481669303722,1.1108720921406006,-1.7876948399197092,0.3644132959357637,0.1555899790957546,0.6011233245899297,1.110965635003878,3.825118630420277,1.1108797480053365,-0.1114436969596761,0.029868030246377,1.012053143621848,-0.5466994249120654,0.1563829102508309,0.607875738925499,0.0196981952428003,0.1965686467393155,-0.8990526352252886,-1.289888994007656,-1.5945355522421814,0.0110147669496409,-2.697514333686939,-0.7713187843833311,-0.6626160827871581,-2.4721181850570813,1.6724622085568497,-1.065101229750308,0.1439682168145581,0.0194103138324894,0.5816505559649903,-0.9285658265462566,0.3288930890092283,-1.0811072403227584,-0.4772837531010334,-0.2710959668834638,1.105658164608768,-2.725939811822788,-1.8166791301279943,-0.2706279148841535,-0.6513344404724029,-0.5077068837777682,-1.0246253718199685,2.9987083760120314,0.5319801113636216,1.895227780195022,-0.7507576294561513,-0.9000673274970481,0.5604694220937898,1.0501183653862896,1.063317149709519
-3.079983304218083,1.0411731602130998,-3.240739448598072,-1.464849627664872,1.3522226456880102,0.4975037048272508,0.7015226114128805,-0.5781251277831823,-0.7620945315172625,-0.7764673892337088,-0.574739243406559,-0.8815218454901155,-0.634647361564177,-0.7220726727546292,1.7780980060865106,-1.8592645271236168,0.6918991182239721,-1.4538994944458974,1.2324118648580074,-1.9825793650010184,0.4509965763538703,0.0402064877162473,0.6669443293722532,1.0244128644397286,4.399050546933408,1.004865106605835,-0.2321512421548366,0.1156712543113157,1.7333330417945771,-0.6983637909709426,0.1927701531642738,0.5390960102645335,0.3699065846334145,0.3367001457463985,-0.8773063703423833,-1.69477991102708,-1.9948028001432032,0.0799028269341786,-2.905908237158891,-0.5248728068722426,-0.903743936419835,-2.7772879010532514,1.6898878990244866,-1.316961498767972,-0.056333479024434,-0.0727083204368517,0.8383276872926504,-0.9078264155840644,0.3001487653917492,-0.5076876938736179,-0.6465770226660383,-0.6124822451004039,1.172642186237133,-3.1982366200921986,-2.380655240639907,-0.8105103653370076,-0.8473895150413755,0.1237829463608585,-0.9443892392151514,3.3813156415964136,0.1598127799201376,2.087412847215348,-0.5143163769465104,-1.23072255403636,0.0704313538925256,0.7680841743080968,0.6810759556313033
-3.5483277208856965,1.2939786951363903,-3.8630007989395816,-1.6891879969336685,1.4611660090302727,0.3901856238378864,0.8501064314118043,-0.6828772353031916,-1.0579071957088004,-1.1060669396277067,-0.7856762399034452,-0.9010356544032438,-0.3082045786187439,-0.9391251603967372,1.7912225494154654,-2.320013839356781,0.8298835265984561,-1.6379655801884478,1.20851001274529,-2.123222944650374,0.2666208273286132,-0.0495409443553231,0.1776965660664171,0.9691598089189944,5.267738044127782,1.0399532905528217,-0.4394359657375783,0.3604018307991818,2.355602768357542,-1.0186706533928582,0.2888774534963765,0.0865755607669913,0.7292817168565633,0.0874815810430948,-0.8622629769807872,-2.1090370770717506,-2.5979510261871197,0.1139208421354123,-2.851313714359474,-0.3138095393961282,-1.002637056012767,-2.9627217880668626,1.7264722919641642,-1.391612771479558,-0.266596106190387,-0.0718195993571173,0.5025025824591824,-0.993427212922434,0.4599046848522823,0.3132639176416711,-0.8056977546884596,-0.6131641752863688,1.2506339635415578,-3.7016096006483705,-2.9902720217580896,-1.108022448423556,-0.8269972600551192,0.2116055845319839,-0.8378114143234927,3.601877661958921,0.0492240296764945,2.4987634326091923,0.0318915201476244,-1.4425217751345991,-0.8289158929053566,0.6472297471717372,-0.1070782760667063
-4.001832766307846,1.53042400182385,-4.474446414286174,-1.7419556345238725,1.5789361851343162,0.3100376451396363,1.139595138997461,-0.7712636033917719,-1.3706373128526916,-1.319378990591015,-1.0461304789329071,-0.7214634548755074,-0.3302059361221943,-1.202732038817094,2.0049870696496077,-2.676227999662915,0.9861455265767168,-1.650858869283086,1.148493834182136,-2.271132771428036,0.1215098086131361,-0.088937939988158,-0.0564379084828123,0.9904101560572718,6.1076668983576194,1.172179911126796,-0.5283729856210138,0.5178490421290279,3.052337867393328,-1.0761378226351277,-0.2113167334000834,-0.3218617275117235,1.0866963236295912,-0.0118177045848817,-0.8616406417316149,-2.483331129897333,-3.355975324809447,0.0856278221241222,-2.795744111496723,-0.2626613015272796,-1.1136187002851012,-3.0566011267382565,1.8399255088309268,-1.4006357876411055,-0.5426152160080364,0.1290212980516516,-0.0658622262782535,-1.3708043781867931,0.4046411040324829,0.6662473976538177,-0.9006703063732373,-0.3795464886928759,1.280904952062304,-4.225853881051741,-3.621736423428004,-1.404531400152484,-0.6533642038768361,0.1105741553110115,-0.8133873552347926,3.6148070333283817,0.3439864671447805,2.6312055714774187,0.2311590654392823,-1.4658091646459166,-1.4288263641701384,0.5952099179351684,0.2284627401875103
-4.3381416224779175,1.7281056782318929,-5.035304189762477,-1.7418551564159197,1.471543167359615,0.292507024888474,1.2509073713721208,-1.0162490366077064,-1.669581979744808,-1.445070224100204,-1.3066709584616865,-0.4777633761740918,-0.8754785177055062,-1.4829058760653897,2.1693129707081438,-2.961507096775197,1.150253943447621,-1.89008236402816,1.038131976203818,-2.437758037769333,0.2144503425249473,-0.2014640124952453,0.5210294641894524,1.1090318366831768,6.589461189447237,1.2402367609405385,-0.6622483354700401,0.7069308518322582,3.6522064801343057,-1.0021660166608886,-0.7961196844093761,-0.4642332382002867,1.6206697737328069,0.0509088801888584,-0.8731895135112637,-3.0062904139015902,-4.117025841848832,-0.1930034009913406,-2.777734915327566,-0.4818406285208279,-1.3910968472286984,-3.100484488051092,1.904587693826179,-1.3020388398638314,-0.901936451598346,0.4919819776414718,-0.5556135979607904,-1.89292441558568,0.2677650982709743,0.198234348649775,-1.00784924743942,-0.2876157535950945,1.271767551090341,-4.735174744131523,-4.078379726218534,-1.6988689427270067,-0.5932008784426053,0.492546899245732,-0.8485177969363553,3.5573915648232712,0.5850144990085615,2.9445831815315606,0.3044522664417766,-1.4659934876417395,-1.3768272733236242,0.6734957137705297,0.6074542728615029
